_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-12,hsa04666,Fc gamma R-mediated phagocytosis,M1,1,0
1,-8.3,M4493,REN BOUND BY E2F,M1,1,0
1,-7.3,M125,PID IGF1 PATHWAY,M1,1,0
1,-4.6,M4933,GSE29617 DAY3 VS DAY7 TIV FLU VACCINE PBMC 2008 UP,M1,1,0
1,-3.7,M5221,GSE360 T GONDII VS M TUBERCULOSIS DC DN,M1,1,0
1,-3.4,GO:0015108,chloride transmembrane transporter activity,M1,1,0
1,-3.5,M19025,MOREAUX MULTIPLE MYELOMA BY TACI UP,M1,1,0
1,-5.7,CORUM:2944,Notch1-p56lck-PI3K complex,M1,1,0
1,-14,GO:0048667,cell morphogenesis involved in neuron differentiation,M1,1,0
1,-2.7,GO:0004860,protein kinase inhibitor activity,M1,1,0
1,-3.6,M162,PID RXR VDR PATHWAY,M1,1,0
1,-5.3,GO:0007498,mesoderm development,M1,1,0
1,-2.9,M1124,MCBRYAN PUBERTAL TGFB1 TARGETS UP,M1,1,0
1,-3,M7271,GSE19923 HEB KO VS HEB AND E2A KO DP THYMOCYTE DN,M1,1,0
1,-5.8,GO:0010812,negative regulation of cell-substrate adhesion,M1,1,0
1,-9.6,R-HSA-5637812,Signaling by EGFRvIII in Cancer,M1,1,0
1,-2,M11333,WEIGEL OXIDATIVE STRESS BY TBH AND H2O2,M1,1,0
1,-2.1,M6756,GSE6259 33D1 POS DC VS CD4 TCELL UP,M1,1,0
1,-3.7,GO:0106027,neuron projection organization,M1,1,0
1,-8.1,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-10,GO:0003713,transcription coactivator activity,M1,1,0
1,-11,WP3680,Physico-chemical features and toxicity-associated pathways,M1,1,0
1,-7.4,GO:0070920,regulation of production of small RNA involved in gene silencing by RNA,M1,1,0
1,-5.5,GO:0000228,nuclear chromosome,M1,1,0
1,-5.2,WP4538,Regulatory circuits of the STAT3 signaling pathway,M1,1,0
1,-4.3,M18895,SA TRKA RECEPTOR,M1,1,0
1,-8.6,GO:0022836,gated channel activity,M1,1,0
1,-2.5,M7321,GSE19888 ADENOSINE A3R INH PRETREAT AND ACT BY A3R VS TCELL MEMBRANES ACT MAST CELL DN,M1,1,0
1,-11,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-13,GO:0042063,gliogenesis,M1,1,0
1,-3.1,GO:0033599,regulation of mammary gland epithelial cell proliferation,M1,1,0
1,-7.5,M4008,FARMER BREAST CANCER APOCRINE VS LUMINAL,M1,1,0
1,-3,M8322,GSE28726 NAIVE VS ACTIVATED VA24NEG NKTCELL UP,M1,1,0
1,-2.8,GO:0008301,"DNA binding, bending",M1,1,0
1,-6.3,GO:0008610,lipid biosynthetic process,M1,1,0
1,-3,M2123,HIRSCH CELLULAR TRANSFORMATION SIGNATURE UP,M1,1,0
1,-2.3,R-HSA-432722,Golgi Associated Vesicle Biogenesis,M1,1,0
1,-3.1,R-HSA-4839743,Signaling by CTNNB1 phospho-site mutants,M1,1,0
1,-27,hsa05224,Breast cancer,M1,1,0
1,-2.4,GO:0002708,positive regulation of lymphocyte mediated immunity,M1,1,0
1,-9.3,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,M1,1,0
1,-2.7,WP4577,Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,M1,1,0
1,-5.4,GO:0046545,development of primary female sexual characteristics,M1,1,0
1,-11,M15305,PUJANA BRCA CENTERED NETWORK,M1,1,0
1,-4.2,GO:0043235,receptor complex,M1,1,0
1,-3,M5230,GSE360 LOW DOSE B MALAYI VS M TUBERCULOSIS DC DN,M1,1,0
1,-3,GO:0001756,somitogenesis,M1,1,0
1,-2.3,WP4721,Eicosanoid metabolism via lipooxygenases (LOX),M1,1,0
1,-2.8,GO:0032026,response to magnesium ion,M1,1,0
1,-19,GO:0001775,cell activation,M1,1,0
1,-2.3,GO:0060632,regulation of microtubule-based movement,M1,1,0
1,-3.8,WP4479,Supression of HMGB1 mediated inflammation by THBD,M1,1,0
1,-2.3,GO:0050996,positive regulation of lipid catabolic process,M1,1,0
1,-2.3,WP3925,Amino acid metabolism,M1,1,0
1,-4,GO:1905278,positive regulation of epithelial tube formation,M1,1,0
1,-12,hsa04140,Autophagy - animal,M1,1,0
1,-19,M127,PID ERBB1 RECEPTOR PROXIMAL PATHWAY,M1,1,0
1,-3,M9952,GSE41176 WT VS TAK1 KO ANTI IGM STIM BCELL 24H DN,M1,1,0
1,-3,M9627,GSE43956 WT VS SGK1 KO TH17 DIFFERENTIATED CD4 TCELL UP,M1,1,0
1,-2.1,GO:0010664,negative regulation of striated muscle cell apoptotic process,M1,1,0
1,-11,GO:0051875,pigment granule localization,M1,1,0
1,-4,GO:0008366,axon ensheathment,M1,1,0
1,-5.2,GO:0044321,response to leptin,M1,1,0
1,-3.7,GO:1900407,regulation of cellular response to oxidative stress,M1,1,0
1,-2.7,GO:0072593,reactive oxygen species metabolic process,M1,1,0
1,-14,WP364,IL6 signaling pathway,M1,1,0
1,-3.2,GO:0009062,fatty acid catabolic process,M1,1,0
1,-4.4,R-HSA-383280,Nuclear Receptor transcription pathway,M1,1,0
1,-3.3,R-HSA-75153,Apoptotic execution phase,M1,1,0
1,-13,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M1,1,0
1,-4.7,M3278,DE YY1 TARGETS DN,M1,1,0
1,-15,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-2,GO:0030101,natural killer cell activation,M1,1,0
1,-2.5,M6222,GRABARCZYK BCL11B TARGETS UP,M1,1,0
1,-5.7,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,M1,1,0
1,-7.2,GO:1902893,regulation of miRNA transcription,M1,1,0
1,-2.5,GO:0033260,nuclear DNA replication,M1,1,0
1,-5.6,GO:0097746,blood vessel diameter maintenance,M1,1,0
1,-5.8,GO:0086010,membrane depolarization during action potential,M1,1,0
1,-2.8,GO:0051056,regulation of small GTPase mediated signal transduction,M1,1,0
1,-2.9,GO:0048167,regulation of synaptic plasticity,M1,1,0
1,-2.4,M3939,GSE17721 POLYIC VS CPG 2H BMDC DN,M1,1,0
1,-2.5,M4132,GSE17721 12H VS 24H CPG BMDC UP,M1,1,0
1,-3.7,M5052,GSE30962 ACUTE VS CHRONIC LCMV SECONDARY INF CD8 TCELL DN,M1,1,0
1,-2.7,GO:0000139,Golgi membrane,M1,1,0
1,-11,R-HSA-201556,Signaling by ALK,M1,1,0
1,-6,GO:0032107,regulation of response to nutrient levels,M1,1,0
1,-3.7,GO:0048664,neuron fate determination,M1,1,0
1,-3.2,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",M1,1,0
1,-2.1,GO:0005903,brush border,M1,1,0
1,-3.2,GO:0048640,negative regulation of developmental growth,M1,1,0
1,-12,GO:1990351,transporter complex,M1,1,0
1,-5.2,GO:0043551,regulation of phosphatidylinositol 3-kinase activity,M1,1,0
1,-7.1,GO:0072009,nephron epithelium development,M1,1,0
1,-4.7,M8512,TSAI RESPONSE TO IONIZING RADIATION,M1,1,0
1,-2.5,M3113,GSE11057 CD4 EFF MEM VS PBMC UP,M1,1,0
1,-3.9,GO:0055069,zinc ion homeostasis,M1,1,0
1,-2.4,M3752,GSE17721 CTRL VS PAM3CSK4 24H BMDC DN,M1,1,0
1,-5.7,R-HSA-1839124,FGFR1 mutant receptor activation,M1,1,0
1,-2.5,M5448,GSE3982 MAST CELL VS CENT MEMORY CD4 TCELL DN,M1,1,0
1,-5.4,WP2857,Mesodermal commitment pathway,M1,1,0
1,-3,M843,STEIN ESRRA TARGETS,M1,1,0
1,-2.8,GO:2000008,regulation of protein localization to cell surface,M1,1,0
1,-2.7,GO:0032495,response to muramyl dipeptide,M1,1,0
1,-17,WP4016,DNA IR-damage and cellular response via ATR,M1,1,0
1,-2.1,M11234,THEILGAARD NEUTROPHIL AT SKIN WOUND DN,M1,1,0
1,-9.5,GO:0090287,regulation of cellular response to growth factor stimulus,M1,1,0
1,-5.7,CORUM:571,p300-CBP-p270 complex,M1,1,0
1,-7.7,GO:0050870,positive regulation of T cell activation,M1,1,0
1,-2.7,M17427,DOANE BREAST CANCER CLASSES UP,M1,1,0
1,-4.7,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",M1,1,0
1,-4.2,GO:0000019,regulation of mitotic recombination,M1,1,0
1,-14,GO:0046649,lymphocyte activation,M1,1,0
1,-2.8,M1273,SHETH LIVER CANCER VS TXNIP LOSS PAM1,M1,1,0
1,-4.4,M5209,GSE360 L MAJOR VS B MALAYI HIGH DOSE DC UP,M1,1,0
1,-3.4,GO:0051304,chromosome separation,M1,1,0
1,-4.1,M18979,HAMAI APOPTOSIS VIA TRAIL UP,M1,1,0
1,-4.4,R-HSA-1433559,Regulation of KIT signaling,M1,1,0
1,-6.3,M41,PID ER NONGENOMIC PATHWAY,M1,1,0
1,-13,M124,PID CXCR4 PATHWAY,M1,1,0
1,-6.2,GO:0043255,regulation of carbohydrate biosynthetic process,M1,1,0
1,-3.4,M9802,BROWNE HCMV INFECTION 1HR DN,M1,1,0
1,-4.2,GO:0008076,voltage-gated potassium channel complex,M1,1,0
1,-4.6,GO:0043627,response to estrogen,M1,1,0
1,-5.2,GO:0030518,intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-2.7,GO:2000629,negative regulation of miRNA metabolic process,M1,1,0
1,-2.4,GO:0003156,regulation of animal organ formation,M1,1,0
1,-16,R-HSA-9009391,Extra-nuclear estrogen signaling,M1,1,0
1,-6.4,GO:0043401,steroid hormone mediated signaling pathway,M1,1,0
1,-3.6,M14435,TIAN TNF SIGNALING VIA NFKB,M1,1,0
1,-19,hsa04015,Rap1 signaling pathway,M1,1,0
1,-6,R-HSA-112316,Neuronal System,M1,1,0
1,-6.3,M9433,MOOTHA HUMAN MITODB 6 2002,M1,1,0
1,-5.3,GO:0021915,neural tube development,M1,1,0
1,-7.5,M1233,OHM METHYLATED IN ADULT CANCERS,M1,1,0
1,-12,GO:0034762,regulation of transmembrane transport,M1,1,0
1,-4.2,GO:0002020,protease binding,M1,1,0
1,-2.4,GO:0009651,response to salt stress,M1,1,0
1,-3.1,GO:0045943,positive regulation of transcription by RNA polymerase I,M1,1,0
1,-4.6,hsa04921,Oxytocin signaling pathway,M1,1,0
1,-10,M156,PID ECADHERIN NASCENT AJ PATHWAY,M1,1,0
1,-4.5,GO:0014704,intercalated disc,M1,1,0
1,-3.6,GO:1901361,organic cyclic compound catabolic process,M1,1,0
1,-16,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,M1,1,0
1,-2.2,M19170,MULLIGHAN NPM1 MUTATED SIGNATURE 1 UP,M1,1,0
1,-2.4,GO:0001835,blastocyst hatching,M1,1,0
1,-2.3,GO:0031668,cellular response to extracellular stimulus,M1,1,0
1,-2.8,M768,REN ALVEOLAR RHABDOMYOSARCOMA UP,M1,1,0
1,-2.1,GO:0097061,dendritic spine organization,M1,1,0
1,-10,GO:0034599,cellular response to oxidative stress,M1,1,0
1,-3.3,M8845,CHIN BREAST CANCER COPY NUMBER DN,M1,1,0
1,-6.8,M2700,SMID BREAST CANCER RELAPSE IN BONE DN,M1,1,0
1,-2.3,GO:0048168,regulation of neuronal synaptic plasticity,M1,1,0
1,-9.3,GO:0007093,mitotic cell cycle checkpoint signaling,M1,1,0
1,-4.6,M121,PID MTOR 4PATHWAY,M1,1,0
1,-3,M5699,GSE7460 CTRL VS TGFB TREATED ACT FOXP3 MUT TCONV DN,M1,1,0
1,-3.4,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,M1,1,0
1,-11,GO:0008022,protein C-terminus binding,M1,1,0
1,-3.3,M242,PID AURORA A PATHWAY,M1,1,0
1,-2.6,R-HSA-6802949,Signaling by RAS mutants,M1,1,0
1,-3.4,R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,M1,1,0
1,-3,M4604,GSE24634 TREG VS TCONV POST DAY7 IL4 CONVERSION UP,M1,1,0
1,-3.8,M3837,WEST ADRENOCORTICAL TUMOR DN,M1,1,0
1,-3.7,M3945,GSE17721 POLYIC VS CPG 8H BMDC UP,M1,1,0
1,-2.3,M19341,KRIGE AMINO ACID DEPRIVATION,M1,1,0
1,-3,M3669,GSE16755 CTRL VS IFNA TREATED MAC DN,M1,1,0
1,-6,GO:0015980,energy derivation by oxidation of organic compounds,M1,1,0
1,-2.4,GO:0038179,neurotrophin signaling pathway,M1,1,0
1,-2.3,hsa05410,Hypertrophic cardiomyopathy,M1,1,0
1,-3.6,M20,PID P38 MKK3 6PATHWAY,M1,1,0
1,-8.5,R-HSA-168898,Toll-like Receptor Cascades,M1,1,0
1,-2.1,M1577,BURTON ADIPOGENESIS 3,M1,1,0
1,-11,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-2.5,M7645,GSE22140 GERMFREE VS SPF ARTHRITIC MOUSE CD4 TCELL DN,M1,1,0
1,-3.8,M38972,JINESH BLEBBISHIELD TO IMMUNE CELL FUSION PBSHMS UP,M1,1,0
1,-2.4,M6431,GSE3039 CD4 TCELL VS NKT CELL DN,M1,1,0
1,-2,M86,PID ARF6 PATHWAY,M1,1,0
1,-2.9,GO:0051983,regulation of chromosome segregation,M1,1,0
1,-9.2,M226,PID VEGFR1 PATHWAY,M1,1,0
1,-3.7,CORUM:1252,EBAFa complex,M1,1,0
1,-2.4,M9474,GSE41867 NAIVE VS EFFECTOR CD8 TCELL UP,M1,1,0
1,-7.2,GO:0032200,telomere organization,M1,1,0
1,-5.1,GO:0032099,negative regulation of appetite,M1,1,0
1,-3.9,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M1,1,0
1,-5.9,GO:0071248,cellular response to metal ion,M1,1,0
1,-7,GO:0048738,cardiac muscle tissue development,M1,1,0
1,-9.4,GO:0031903,microbody membrane,M1,1,0
1,-11,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-4.2,GO:0060745,mammary gland branching involved in pregnancy,M1,1,0
1,-2.4,GO:0006959,humoral immune response,M1,1,0
1,-19,GO:0003013,circulatory system process,M1,1,0
1,-11,GO:0022405,hair cycle process,M1,1,0
1,-6.4,GO:0099587,inorganic ion import across plasma membrane,M1,1,0
1,-5.8,GO:1904354,negative regulation of telomere capping,M1,1,0
1,-2.5,GO:0070373,negative regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2,M14590,AIGNER ZEB1 TARGETS,M1,1,0
1,-4.3,GO:0110148,biomineralization,M1,1,0
1,-3,M7028,GSE15330 WT VS IKAROS KO GRANULOCYTE MONOCYTE PROGENITOR DN,M1,1,0
1,-2.2,GO:0045666,positive regulation of neuron differentiation,M1,1,0
1,-3,M4387,GSE2197 IMMUNOSUPPRESSIVE DNA VS UNTREATED IN DC UP,M1,1,0
1,-16,hsa05415,Diabetic cardiomyopathy,M1,1,0
1,-2.3,GO:0010507,negative regulation of autophagy,M1,1,0
1,-3.7,M9572,GSE42021 TREG VS TCONV PLN UP,M1,1,0
1,-4.3,GO:0010975,regulation of neuron projection development,M1,1,0
1,-3.2,M2521,RAO BOUND BY SALL4,M1,1,0
1,-3.5,GO:0016746,acyltransferase activity,M1,1,0
1,-5.4,M6809,GSE7218 UNSTIM VS ANTIGEN STIM THROUGH IGG BCELL UP,M1,1,0
1,-2.3,GO:0042417,dopamine metabolic process,M1,1,0
1,-3.4,CORUM:806,BRM-SIN3A-HDAC complex,M1,1,0
1,-5,GO:0033002,muscle cell proliferation,M1,1,0
1,-3.3,M2965,GSE14415 TCONV VS FOXP3 KO INDUCED TREG DN,M1,1,0
1,-2.3,M9869,SASSON RESPONSE TO FORSKOLIN UP,M1,1,0
1,-3.1,M15606,MARKEY RB1 ACUTE LOF UP,M1,1,0
1,-6.8,R-HSA-5621575,CD209 (DC-SIGN) signaling,M1,1,0
1,-6.4,R-HSA-109581,Apoptosis,M1,1,0
1,-4,GO:0008202,steroid metabolic process,M1,1,0
1,-2.7,M1368,SCHAEFFER SOX9 TARGETS IN PROSTATE DEVELOPMENT UP,M1,1,0
1,-5.1,M4026,GSE17721 POLYIC VS GARDIQUIMOD 8H BMDC UP,M1,1,0
1,-6.5,GO:0050680,negative regulation of epithelial cell proliferation,M1,1,0
1,-11,GO:0097190,apoptotic signaling pathway,M1,1,0
1,-22,GO:0007346,regulation of mitotic cell cycle,M1,1,0
1,-2.2,M13954,NIKOLSKY BREAST CANCER 8Q12 Q22 AMPLICON,M1,1,0
1,-5.8,WP2870,Extracellular vesicle-mediated signaling in recipient cells,M1,1,0
1,-4.6,GO:0030308,negative regulation of cell growth,M1,1,0
1,-2.5,M8736,GSE36888 UNTREATED VS IL2 TREATED TCELL 2H DN,M1,1,0
1,-5.2,GO:0032768,regulation of monooxygenase activity,M1,1,0
1,-3,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,M1,1,0
1,-4.1,GO:0044270,cellular nitrogen compound catabolic process,M1,1,0
1,-8.1,R-HSA-373753,Nephrin family interactions,M1,1,0
1,-3,M5613,GSE39820 CTRL VS TGFBETA3 IL6 IL23A CD4 TCELL UP,M1,1,0
1,-7.9,GO:0055065,metal ion homeostasis,M1,1,0
1,-9.5,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M1,1,0
1,-11,GO:0043410,positive regulation of MAPK cascade,M1,1,0
1,-3,M986,SMIRNOV CIRCULATING ENDOTHELIOCYTES IN CANCER UP,M1,1,0
1,-4.4,CORUM:2217,MDC1-MRN-ATM-FANCD2 complex,M1,1,0
1,-11,GO:0071103,DNA conformation change,M1,1,0
1,-4.3,GO:0032970,regulation of actin filament-based process,M1,1,0
1,-4.3,GO:0006474,N-terminal protein amino acid acetylation,M1,1,0
1,-5.4,GO:0003206,cardiac chamber morphogenesis,M1,1,0
1,-3.7,GO:0051153,regulation of striated muscle cell differentiation,M1,1,0
1,-4,M12802,SNIJDERS AMPLIFIED IN HEAD AND NECK TUMORS,M1,1,0
1,-3.3,M2469,KRIEG HYPOXIA NOT VIA KDM3A,M1,1,0
1,-4,R-HSA-1989781,PPARA activates gene expression,M1,1,0
1,-6.1,GO:0047485,protein N-terminus binding,M1,1,0
1,-23,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,M1,1,0
1,-4.2,R-HSA-1912422,Pre-NOTCH Expression and Processing,M1,1,0
1,-2.4,M5823,BROWNE HCMV INFECTION 1HR UP,M1,1,0
1,-5.4,GO:0097718,disordered domain specific binding,M1,1,0
1,-5.3,GO:0045017,glycerolipid biosynthetic process,M1,1,0
1,-2.5,GO:0009303,rRNA transcription,M1,1,0
1,-8.5,CORUM:433,BASC complex (BRCA1-associated genome surveillance complex),M1,1,0
1,-2.9,WP5174,Ulcerative colitis signaling,M1,1,0
1,-11,R-HSA-9006115,Signaling by NTRK2 (TRKB),M1,1,0
1,-2.8,GO:1902894,negative regulation of miRNA transcription,M1,1,0
1,-3.4,GO:0060333,interferon-gamma-mediated signaling pathway,M1,1,0
1,-4.3,WP4874,CAMKK2 pathway,M1,1,0
1,-3,M2509,ABDELMOHSEN ELAVL4 TARGETS,M1,1,0
1,-2.9,GO:0031100,animal organ regeneration,M1,1,0
1,-2.4,GO:0036473,cell death in response to oxidative stress,M1,1,0
1,-2.4,GO:0051851,modulation by host of symbiont process,M1,1,0
1,-4.5,GO:0060325,face morphogenesis,M1,1,0
1,-11,R-HSA-9607240,FLT3 Signaling,M1,1,0
1,-11,WP4483,"Relationship between inflammation, COX-2 and EGFR",M1,1,0
1,-2.7,WP5066,FOXA2 pathway,M1,1,0
1,-4.2,GO:0033138,positive regulation of peptidyl-serine phosphorylation,M1,1,0
1,-2.8,M2413,PEDERSEN METASTASIS BY ERBB2 ISOFORM 7,M1,1,0
1,-3.7,M8867,GSE37301 COMMON LYMPHOID PROGENITOR VS PRO BCELL DN,M1,1,0
1,-3.3,M2664,AKT UP MTOR DN.V1 DN,M1,1,0
1,-5.3,M2191,SUBTIL PROGESTIN TARGETS,M1,1,0
1,-14,GO:0003012,muscle system process,M1,1,0
1,-2.2,M9729,WIKMAN ASBESTOS LUNG CANCER DN,M1,1,0
1,-2.3,M2637,UEDA CENTRAL CLOCK,M1,1,0
1,-2.4,M8625,GSE32986 CURDLAN LOWDOSE VS GMCSF AND CURDLAN LOWDOSE STIM DC UP,M1,1,0
1,-5,M2431,KAUFFMANN MELANOMA RELAPSE UP,M1,1,0
1,-2.4,M9837,GSE46606 UNSTIM VS CD40L IL2 IL5 3DAY STIMULATED IRF4MID SORTED BCELL DN,M1,1,0
1,-2.4,M7077,GSE14908 RESTING VS HDM STIM CD4 TCELL ATOPIC PATIENT UP,M1,1,0
1,-2,GO:0042056,chemoattractant activity,M1,1,0
1,-4.6,GO:0060219,camera-type eye photoreceptor cell differentiation,M1,1,0
1,-2.3,WP4969,RAS and bradykinin pathways in COVID-19,M1,1,0
1,-4.2,M9483,SUNG METASTASIS STROMA UP,M1,1,0
1,-8.3,WP2064,Neural crest differentiation,M1,1,0
1,-3,M9759,GSE43863 TFH VS LY6C INT CXCR5POS MEMORY CD4 TCELL UP,M1,1,0
1,-6.9,WP422,MAPK cascade,M1,1,0
1,-15,GO:0001934,positive regulation of protein phosphorylation,M1,1,0
1,-2.1,R-HSA-73887,Death Receptor Signalling,M1,1,0
1,-2.3,GO:0007098,centrosome cycle,M1,1,0
1,-3.4,GO:0010575,positive regulation of vascular endothelial growth factor production,M1,1,0
1,-3.1,M5287,GSE36476 CTRL VS TSST ACT 16H MEMORY CD4 TCELL YOUNG UP,M1,1,0
1,-19,R-HSA-9709603,Impaired BRCA2 binding to PALB2,M1,1,0
1,-5.7,R-HSA-5654710,PI-3K cascade:FGFR3,M1,1,0
1,-3.5,GO:0009299,mRNA transcription,M1,1,0
1,-5.5,GO:0051648,vesicle localization,M1,1,0
1,-5.1,M300,GSE10240 CTRL VS IL17 STIM PRIMARY BRONCHIAL EPITHELIAL CELLS UP,M1,1,0
1,-5,GO:0010226,response to lithium ion,M1,1,0
1,-2.7,R-HSA-5663220,RHO GTPases Activate Formins,M1,1,0
1,-3.3,GO:0019199,transmembrane receptor protein kinase activity,M1,1,0
1,-14,hsa04115,p53 signaling pathway,M1,1,0
1,-2.9,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,M1,1,0
1,-9.7,R-HSA-8878159,Transcriptional regulation by RUNX3,M1,1,0
1,-11,WP4656,Joubert syndrome,M1,1,0
1,-4.4,R-HSA-5660668,CLEC7A/inflammasome pathway,M1,1,0
1,-14,WP5234,Bardet-Biedl syndrome,M1,1,0
1,-3.9,GO:0000795,synaptonemal complex,M1,1,0
1,-5.2,hsa05216,Thyroid cancer,M1,1,0
1,-6,GO:2000696,regulation of epithelial cell differentiation involved in kidney development,M1,1,0
1,-3.5,GO:0030312,external encapsulating structure,M1,1,0
1,-2.2,GO:0000791,euchromatin,M1,1,0
1,-5.4,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M1,1,0
1,-2.4,GO:0032740,positive regulation of interleukin-17 production,M1,1,0
1,-11,WP4754,IL-18 signaling pathway,M1,1,0
1,-4.1,GO:0016358,dendrite development,M1,1,0
1,-12,GO:0010638,positive regulation of organelle organization,M1,1,0
1,-3.1,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",M1,1,0
1,-3,R-HSA-5689901,Metalloprotease DUBs,M1,1,0
1,-7.6,M16488,DING LUNG CANCER MUTATED SIGNIFICANTLY,M1,1,0
1,-9.6,GO:0042391,regulation of membrane potential,M1,1,0
1,-3.4,R-HSA-190373,FGFR1c ligand binding and activation,M1,1,0
1,-2.1,GO:0005525,GTP binding,M1,1,0
1,-2.5,M7035,GSE15330 HSC VS LYMPHOID PRIMED MULTIPOTENT PROGENITOR IKAROS KO DN,M1,1,0
1,-2.4,M17537,JI RESPONSE TO FSH DN,M1,1,0
1,-24,WP2037,Prolactin signaling pathway,M1,1,0
1,-4.5,R-HSA-525793,Myogenesis,M1,1,0
1,-4.7,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,M1,1,0
1,-5.1,CORUM:2470,p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex,M1,1,0
1,-3,M9639,HAN SATB1 TARGETS UP,M1,1,0
1,-4.4,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,M1,1,0
1,-3,M9682,GSE43955 1H VS 60H ACT CD4 TCELL WITH TGFB IL6 UP,M1,1,0
1,-2.4,M10688,PAL PRMT5 TARGETS UP,M1,1,0
1,-4.1,M17082,HADDAD T LYMPHOCYTE AND NK PROGENITOR UP,M1,1,0
1,-2.5,GO:0002431,Fc receptor mediated stimulatory signaling pathway,M1,1,0
1,-3.1,R-HSA-5628897,TP53 Regulates Metabolic Genes,M1,1,0
1,-3.7,M5555,GSE3982 BCELL VS TH2 DN,M1,1,0
1,-7.4,hsa05100,Bacterial invasion of epithelial cells,M1,1,0
1,-13,GO:0030029,actin filament-based process,M1,1,0
1,-4.4,WP2435,Quercetin and Nf-kB / AP-1 induced apoptosis,M1,1,0
1,-8.1,GO:0002456,T cell mediated immunity,M1,1,0
1,-3.8,GO:0052812,"phosphatidylinositol-3,4-bisphosphate 5-kinase activity",M1,1,0
1,-2.4,M7211,GSE16266 CTRL VS HEATSHOCK AND LPS STIM MEF UP,M1,1,0
1,-4.4,GO:0032770,positive regulation of monooxygenase activity,M1,1,0
1,-6.8,M12705,SIG CD40PATHWAYMAP,M1,1,0
1,-2.1,R-HSA-193704,p75 NTR receptor-mediated signalling,M1,1,0
1,-7,GO:0007519,skeletal muscle tissue development,M1,1,0
1,-9.6,GO:0070849,response to epidermal growth factor,M1,1,0
1,-12,R-HSA-389357,CD28 dependent PI3K/Akt signaling,M1,1,0
1,-2.1,GO:0071384,cellular response to corticosteroid stimulus,M1,1,0
1,-8.2,GO:0110025,DNA strand resection involved in replication fork processing,M1,1,0
1,-2.5,M5205,GSE360 L DONOVANI VS M TUBERCULOSIS DC UP,M1,1,0
1,-6,R-HSA-69242,S Phase,M1,1,0
1,-2.5,M8404,GSE29949 CD8 NEG DC SPLEEN VS MONOCYTE BONE MARROW UP,M1,1,0
1,-8.9,GO:0061061,muscle structure development,M1,1,0
1,-2.4,M4448,BOYAULT LIVER CANCER SUBCLASS G23 UP,M1,1,0
1,-3.9,GO:0032098,regulation of appetite,M1,1,0
1,-5.1,GO:0072711,cellular response to hydroxyurea,M1,1,0
1,-3.7,M5391,GSE3982 DC VS NEUTROPHIL LPS STIM UP,M1,1,0
1,-5.3,GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,M1,1,0
1,-17,R-HSA-5683057,MAPK family signaling cascades,M1,1,0
1,-2.3,GO:0015459,potassium channel regulator activity,M1,1,0
1,-4.9,GO:0001503,ossification,M1,1,0
1,-4,GO:0018958,phenol-containing compound metabolic process,M1,1,0
1,-4.4,M9677,GSE43955 1H VS 20H ACT CD4 TCELL WITH TGFB IL6 DN,M1,1,0
1,-5.1,GO:0050769,positive regulation of neurogenesis,M1,1,0
1,-2.4,M5423,GSE3982 EOSINOPHIL VS TH1 DN,M1,1,0
1,-7.1,M5193,SIG CHEMOTAXIS,M1,1,0
1,-2.4,M9931,GSE41176 UNSTIM VS ANTI IGM STIM TAK1 KO BCELL 6H UP,M1,1,0
1,-3.8,GO:0060117,auditory receptor cell development,M1,1,0
1,-17,WP3646,Hepatitis C and hepatocellular carcinoma,M1,1,0
1,-6.8,WP4300,Extracellular vesicles in the crosstalk of cardiac cells,M1,1,0
1,-3,M5235,GSE360 L DONOVANI VS B MALAYI HIGH DOSE MAC UP,M1,1,0
