Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-3247509,Chromatin modifying enzymes,,-6.4,4.7,6.9,30169,274,374,16,4.3,1,595|1019|1108|1387|2033|3717|4790|5970|6598|6605|8289|8850|9611|10498|10499|79813,CCND1|CDK4|CHD4|CREBBP|EP300|JAK2|NFKB1|RELA|SMARCB1|SMARCE1|ARID1A|KAT2B|NCOR1|CARM1|NCOA2|EHMT1,-5,MyList
Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-6.4,4.7,6.9,30169,274,374,16,4.3,1,595|1019|1108|1387|2033|3717|4790|5970|6598|6605|8289|8850|9611|10498|10499|79813,CCND1|CDK4|CHD4|CREBBP|EP300|JAK2|NFKB1|RELA|SMARCB1|SMARCE1|ARID1A|KAT2B|NCOR1|CARM1|NCOA2|EHMT1,-5,MyList
GO Biological Processes,19,GO:0042692,muscle cell differentiation,19_GO:0032502 developmental process,-6.4,4.7,6.9,30169,274,374,16,4.3,1,207|596|1000|1432|1499|3479|3845|4204|4851|4868|5925|6416|6899|7422|7504|23363,AKT1|BCL2|CDH2|MAPK14|CTNNB1|IGF1|KRAS|MECP2|NOTCH1|NPHS1|RB1|MAP2K4|TBX1|VEGFA|XK|OBSL1,-5,MyList
GO Biological Processes,19,GO:0032885,regulation of polysaccharide biosynthetic process,19_GO:0008152 metabolic process,-6.4,15,9.6,30169,38,374,7,1.9,0.7,207|1950|3479|3630|3667|4790|7040,AKT1|EGF|IGF1|INS|IRS1|NFKB1|TGFB1,-5,MyList
GO Biological Processes,19,GO:0060149,negative regulation of post-transcriptional gene silencing,19_GO:0048519 negative regulation of biological process,-6.4,20,11,30169,24,374,6,1.6,0.65,2099|3569|6774|7040|7157|9611,ESR1|IL6|STAT3|TGFB1|TP53|NCOR1,-5,MyList
Canonical Pathways,11,M17200,SA B CELL RECEPTOR COMPLEXES,,-6.4,20,11,30169,24,374,6,1.6,0.65,2353|2885|3725|4214|5594|5879,FOS|GRB2|JUN|MAP3K1|MAPK1|RAC1,-5,MyList
Reactome Gene Sets,6,R-HSA-6783589,Interleukin-6 family signaling,,-6.4,20,11,30169,24,374,6,1.6,0.65,3569|3717|5781|6774|9244|23529,IL6|JAK2|PTPN11|STAT3|CRLF1|CLCF1,-5,MyList
GO Biological Processes,19,GO:1900369,negative regulation of post-transcriptional gene silencing by RNA,19_GO:0048519 negative regulation of biological process,-6.4,20,11,30169,24,374,6,1.6,0.65,2099|3569|6774|7040|7157|9611,ESR1|IL6|STAT3|TGFB1|TP53|NCOR1,-5,MyList
GO Biological Processes,19,GO:0060967,negative regulation of gene silencing by RNA,19_GO:0048519 negative regulation of biological process,-6.4,20,11,30169,24,374,6,1.6,0.65,2099|3569|6774|7040|7157|9611,ESR1|IL6|STAT3|TGFB1|TP53|NCOR1,-5,MyList
GO Molecular Functions,21,GO:0005261,cation channel activity,,-6.4,4.2,6.7,30169,346,374,18,4.8,1.1,783|1144|1145|3736|3753|3757|3758|3759|3766|3784|6330|6338|6340|9992|10008|10021|55800|196527,CACNB2|CHRND|CHRNE|KCNA1|KCNE1|KCNH2|KCNJ1|KCNJ2|KCNJ10|KCNQ1|SCN4B|SCNN1B|SCNN1G|KCNE2|KCNE3|HCN4|SCN3B|ANO6,-5,MyList
GO Cellular Components,20,GO:0005925,focal adhesion,,-6.4,3.8,6.5,30169,422,374,20,5.3,1.2,950|998|1000|1499|1956|2317|3717|3845|4179|4810|4868|5170|5296|5594|5879|5880|6125|6714|23396|57477,SCARB2|CDC42|CDH2|CTNNB1|EGFR|FLNB|JAK2|KRAS|CD46|NHS|NPHS1|PDPK1|PIK3R2|MAPK1|RAC1|RAC2|RPL5|SRC|PIP5K1C|SHROOM4,-5,MyList
GO Biological Processes,19,GO:0042593,glucose homeostasis,19_GO:0065007 biological regulation,-6.4,5.4,7.2,30169,209,374,14,3.7,0.98,207|240|3169|3569|3630|3667|5290|5295|5296|5781|6774|7021|7054|7466,AKT1|ALOX5|FOXA1|IL6|INS|IRS1|PIK3CA|PIK3R1|PIK3R2|PTPN11|STAT3|TFAP2B|TH|WFS1,-5,MyList
GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-6.4,4.4,6.8,30169,310,374,17,4.5,1.1,999|1432|2064|2534|2746|3479|3630|3717|5295|5296|5599|5880|6714|7040|9531|23400|89781,CDH1|MAPK14|ERBB2|FYN|GLUD1|IGF1|INS|JAK2|PIK3R1|PIK3R2|MAPK8|RAC2|SRC|TGFB1|BAG3|ATP13A2|HPS4,-5,MyList
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-6.4,3.4,6.4,30169,544,374,23,6.1,1.2,25|596|998|2245|2317|2885|3717|3845|4647|4763|4771|5170|5290|5879|5880|5881|6714|7401|7827|10083|23363|23396|57477,ABL1|BCL2|CDC42|FGD1|FLNB|GRB2|JAK2|KRAS|MYO7A|NF1|NF2|PDPK1|PIK3CA|RAC1|RAC2|RAC3|SRC|CLRN1|NPHS2|USH1C|OBSL1|PIP5K1C|SHROOM4,-5,MyList
GO Biological Processes,19,GO:0048661,positive regulation of smooth muscle cell proliferation,19_GO:0048518 positive regulation of biological process,-6.4,8.2,8,30169,98,374,10,2.7,0.83,207|2263|3479|3569|3717|3725|4763|5290|6714|7040,AKT1|FGFR2|IGF1|IL6|JAK2|JUN|NF1|PIK3CA|SRC|TGFB1,-5,MyList
WikiPathways,27,WP4540,Hippo signaling regulation pathways,,-6.4,8.2,8,30169,98,374,10,2.7,0.83,998|999|1000|1499|1956|2260|2263|4771|5879|51422,CDC42|CDH1|CDH2|CTNNB1|EGFR|FGFR1|FGFR2|NF2|RAC1|PRKAG2,-5,MyList
GO Biological Processes,19,GO:0098659,inorganic cation import across plasma membrane,19_GO:0051179 localization,-6.4,8.2,8,30169,98,374,10,2.7,0.83,3757|3758|3759|3766|3784|6338|6340|6559|9992|10021,KCNH2|KCNJ1|KCNJ2|KCNJ10|KCNQ1|SCNN1B|SCNN1G|SLC12A3|KCNE2|HCN4,-5,MyList
GO Biological Processes,19,GO:0099587,inorganic ion import across plasma membrane,19_GO:0051179 localization,-6.4,8.2,8,30169,98,374,10,2.7,0.83,3757|3758|3759|3766|3784|6338|6340|6559|9992|10021,KCNH2|KCNJ1|KCNJ2|KCNJ10|KCNQ1|SCNN1B|SCNN1G|SLC12A3|KCNE2|HCN4,-5,MyList
GO Biological Processes,19,GO:1902807,negative regulation of cell cycle G1/S phase transition,19_GO:0048519 negative regulation of biological process,-6.4,8.2,8,30169,98,374,10,2.7,0.83,472|595|596|1017|1027|5728|5925|7157|11200|11277,ATM|CCND1|BCL2|CDK2|CDKN1B|PTEN|RB1|TP53|CHEK2|TREX1,-5,MyList
KEGG Pathway,24,hsa04750,Inflammatory mediator regulation of TRP channels,,-6.4,8.2,8,30169,98,374,10,2.7,0.83,1432|3479|5290|5291|5295|5296|5335|5599|6714|8503,MAPK14|IGF1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK8|SRC|PIK3R3,-5,MyList
GO Biological Processes,19,GO:0055067,monovalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-6.4,6.5,7.5,30169,150,374,12,3.2,0.91,551|596|3757|3759|3766|3784|5172|5594|6338|6340|6559|7021,AVP|BCL2|KCNH2|KCNJ2|KCNJ10|KCNQ1|SLC26A4|MAPK1|SCNN1B|SCNN1G|SLC12A3|TFAP2B,-5,MyList
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-6.4,5.4,7.1,30169,210,374,14,3.7,0.98,207|596|841|999|1029|1499|3146|3659|5317|5594|5599|6774|7157|10000,AKT1|BCL2|CASP8|CDH1|CDKN2A|CTNNB1|HMGB1|IRF1|PKP1|MAPK1|MAPK8|STAT3|TP53|AKT3,-4.9,MyList
GO Biological Processes,19,GO:0033500,carbohydrate homeostasis,19_GO:0065007 biological regulation,-6.4,5.4,7.1,30169,210,374,14,3.7,0.98,207|240|3169|3569|3630|3667|5290|5295|5296|5781|6774|7021|7054|7466,AKT1|ALOX5|FOXA1|IL6|INS|IRS1|PIK3CA|PIK3R1|PIK3R2|PTPN11|STAT3|TFAP2B|TH|WFS1,-4.9,MyList
GO Biological Processes,19,GO:0072089,stem cell proliferation,19_GO:0009987 cellular process,-6.4,9.6,8.4,30169,76,374,9,2.4,0.79,675|1499|2068|2249|3981|4763|7157|10413|54894,BRCA2|CTNNB1|ERCC2|FGF4|LIG4|NF1|TP53|YAP1|RNF43,-4.9,MyList
GO Biological Processes,19,GO:0043401,steroid hormone mediated signaling pathway,19_GO:0023052 signaling,-6.4,9.6,8.4,30169,76,374,9,2.4,0.79,367|2099|3717|5465|5469|6714|8289|10002|10413,AR|ESR1|JAK2|PPARA|MED1|SRC|ARID1A|NR2E3|YAP1,-4.9,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-6.4,3.7,6.4,30169,464,374,21,5.6,1.2,1075|1387|1908|2033|2260|2534|3146|3569|3576|3717|5054|5469|5594|5879|5880|6714|7040|7422|10084|91662|196527,CTSC|CREBBP|EDN3|EP300|FGFR1|FYN|HMGB1|IL6|CXCL8|JAK2|SERPINE1|MED1|MAPK1|RAC1|RAC2|SRC|TGFB1|VEGFA|PQBP1|NLRP12|ANO6,-4.9,MyList
GO Biological Processes,19,GO:0002312,B cell activation involved in immune response,19_GO:0002376 immune system process,-6.4,12,8.8,30169,56,374,8,2.1,0.75,25|2067|3569|3981|4292|4683|4853|9025,ABL1|ERCC1|IL6|LIG4|MLH1|NBN|NOTCH2|RNF8,-4.9,MyList
Canonical Pathways,11,M99,PID TXA2PATHWAY,,-6.4,12,8.8,30169,56,374,8,2.1,0.75,207|1432|1950|1956|2534|3932|5879|6714,AKT1|MAPK14|EGF|EGFR|FYN|LCK|RAC1|SRC,-4.9,MyList
GO Biological Processes,19,GO:0030902,hindbrain development,19_GO:0032502 developmental process,-6.4,6.4,7.5,30169,151,374,12,3.2,0.91,25|429|596|1499|1950|3753|4204|5781|7157|7515|23322|200894,ABL1|ASCL1|BCL2|CTNNB1|EGF|KCNE1|MECP2|PTPN11|TP53|XRCC1|RPGRIP1L|ARL13B,-4.9,MyList
GO Biological Processes,19,GO:0051961,negative regulation of nervous system development,19_GO:0032502 developmental process,-6.4,6.4,7.5,30169,151,374,12,3.2,0.91,999|1499|3569|4038|4763|4771|4851|5728|5925|6663|7157|23111,CDH1|CTNNB1|IL6|LRP4|NF1|NF2|NOTCH1|PTEN|RB1|SOX10|TP53|SPART,-4.9,MyList
Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-6.4,5.8,7.3,30169,180,374,13,3.5,0.95,207|596|841|999|1029|1499|3146|5317|5594|5599|6774|7157|10000,AKT1|BCL2|CASP8|CDH1|CDKN2A|CTNNB1|HMGB1|PKP1|MAPK1|MAPK8|STAT3|TP53|AKT3,-4.9,MyList
Immunologic Signatures,3,M2961,GSE14415 NATURAL TREG VS TCONV DN,,-6.4,5.8,7.3,30169,180,374,13,3.5,0.95,641|672|701|1075|1908|5594|5888|5889|6240|7153|79621|83990|157570,BLM|BRCA1|BUB1B|CTSC|EDN3|MAPK1|RAD51|RAD51C|RRM1|TOP2A|RNASEH2B|BRIP1|ESCO2,-4.9,MyList
GO Biological Processes,19,GO:0035637,multicellular organismal signaling,19_GO:0023052 signaling,-6.4,7.2,7.7,30169,124,374,11,2.9,0.87,783|3736|3753|3757|3759|3784|6330|9992|10008|10021|55800,CACNB2|KCNA1|KCNE1|KCNH2|KCNJ2|KCNQ1|SCN4B|KCNE2|KCNE3|HCN4|SCN3B,-4.9,MyList
GO Molecular Functions,21,GO:0005249,voltage-gated potassium channel activity,,-6.4,8.1,8,30169,99,374,10,2.7,0.83,3736|3753|3757|3758|3759|3766|3784|9992|10008|10021,KCNA1|KCNE1|KCNH2|KCNJ1|KCNJ2|KCNJ10|KCNQ1|KCNE2|KCNE3|HCN4,-4.9,MyList
GO Biological Processes,19,GO:0010631,epithelial cell migration,19_GO:0032501 multicellular organismal process,-6.4,8.1,8,30169,99,374,10,2.7,0.83,25|207|5290|5728|5781|7422|8503|51057|54345|147372,ABL1|AKT1|PIK3CA|PTEN|PTPN11|VEGFA|PIK3R3|WDPCP|SOX18|CCBE1,-4.9,MyList
GO Biological Processes,19,GO:0006338,chromatin remodeling,19_GO:0009987 cellular process,-6.3,4.2,6.7,30169,349,374,18,4.8,1.1,1108|2033|2099|2625|3146|3169|4204|4692|5925|6598|6605|7259|8289|8850|9025|10664|23451|29915,CHD4|EP300|ESR1|GATA3|HMGB1|FOXA1|MECP2|NDN|RB1|SMARCB1|SMARCE1|TSPYL1|ARID1A|KAT2B|RNF8|CTCF|SF3B1|HCFC2,-4.9,MyList
Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-6.3,3.2,6.2,30169,634,374,25,6.7,1.3,207|551|950|1075|1174|1950|1956|2512|2706|2885|3257|3630|5873|5879|6714|8546|9342|10000|22930|23396|25782|51422|81027|89781|388552,AKT1|AVP|SCARB2|CTSC|AP1S1|EGF|EGFR|FTL|GJB2|GRB2|HPS1|INS|RAB27A|RAC1|SRC|AP3B1|SNAP29|AKT3|RAB3GAP1|PIP5K1C|RAB3GAP2|PRKAG2|TUBB1|HPS4|BLOC1S3,-4.9,MyList
WikiPathways,27,WP4871,Kisspeptin/kisspeptin receptor system in the ovary,,-6.3,14,9.4,30169,39,374,7,1.9,0.7,207|268|3845|4790|5290|5291|5594,AKT1|AMH|KRAS|NFKB1|PIK3CA|PIK3CB|MAPK1,-4.9,MyList
Reactome Gene Sets,6,R-HSA-76009,Platelet Aggregation (Plug Formation),,-6.3,14,9.4,30169,39,374,7,1.9,0.7,207|2811|2812|2815|2885|5170|6714,AKT1|GP1BA|GP1BB|GP9|GRB2|PDPK1|SRC,-4.9,MyList
Canonical Pathways,11,M46,PID ATR PATHWAY,,-6.3,14,9.4,30169,39,374,7,1.9,0.7,545|675|1017|4683|5518|5888|6117,ATR|BRCA2|CDK2|NBN|PPP2R1A|RAD51|RPA1,-4.9,MyList
Chemical And Genetic Perturbations,13,M1819,MATZUK MEIOTIC AND DNA REPAIR,,-6.3,14,9.4,30169,39,374,7,1.9,0.7,472|1017|2067|2068|4292|4683|5395,ATM|CDK2|ERCC1|ERCC2|MLH1|NBN|PMS2,-4.9,MyList
GO Biological Processes,19,GO:0032570,response to progesterone,19_GO:0050896 response to stimulus,-6.3,14,9.4,30169,39,374,7,1.9,0.7,2353|2706|6663|6714|7040|10413|10499,FOS|GJB2|SOX10|SRC|TGFB1|YAP1|NCOA2,-4.9,MyList
GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-6.3,5.8,7.2,30169,181,374,13,3.5,0.95,429|1499|2033|2263|3169|3845|4851|5594|7422|8546|9496|10413|147372,ASCL1|CTNNB1|EP300|FGFR2|FOXA1|KRAS|NOTCH1|MAPK1|VEGFA|AP3B1|TBX4|YAP1|CCBE1,-4.9,MyList
Chemical And Genetic Perturbations,13,M17923,BOQUEST STEM CELL CULTURED VS FRESH UP,,-6.3,3.8,6.5,30169,427,374,20,5.3,1.2,1000|1287|1956|2099|3075|3479|3576|3659|3725|4128|4256|4982|5054|5295|6648|7153|8864|9244|10560|80781,CDH2|COL4A5|EGFR|ESR1|CFH|IGF1|CXCL8|IRF1|JUN|MAOA|MGP|TNFRSF11B|SERPINE1|PIK3R1|SOD2|TOP2A|PER2|CRLF1|SLC19A2|COL18A1,-4.9,MyList
GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-6.3,4.4,6.7,30169,315,374,17,4.5,1.1,25|1956|2064|2249|2263|2950|3146|3479|3725|4851|4853|5728|5781|6714|7040|91662|161742,ABL1|EGFR|ERBB2|FGF4|FGFR2|GSTP1|HMGB1|IGF1|JUN|NOTCH1|NOTCH2|PTEN|PTPN11|SRC|TGFB1|NLRP12|SPRED1,-4.9,MyList
GO Biological Processes,19,GO:2000679,positive regulation of transcription regulatory region DNA binding,19_GO:0065007 biological regulation,-6.3,19,10,30169,25,374,6,1.6,0.65,1499|2033|2625|3479|5925|7040,CTNNB1|EP300|GATA3|IGF1|RB1|TGFB1,-4.9,MyList
GO Biological Processes,19,GO:0007622,rhythmic behavior,19_GO:0032501 multicellular organismal process,-6.3,19,10,30169,25,374,6,1.6,0.65,3784|5728|7054|7157|9611|10499,KCNQ1|PTEN|TH|TP53|NCOR1|NCOA2,-4.9,MyList
GO Biological Processes,19,GO:0014009,glial cell proliferation,19_GO:0032502 developmental process,-6.3,19,10,30169,25,374,6,1.6,0.65,3845|4204|4763|4771|5925|7157,KRAS|MECP2|NF1|NF2|RB1|TP53,-4.9,MyList
Reactome Gene Sets,6,R-HSA-5654700,FRS-mediated FGFR2 signaling,,-6.3,19,10,30169,25,374,6,1.6,0.65,2248|2249|2263|2885|3845|5781,FGF3|FGF4|FGFR2|GRB2|KRAS|PTPN11,-4.9,MyList
GO Biological Processes,19,GO:2000209,regulation of anoikis,19_GO:0050789 regulation of biological process,-6.3,19,10,30169,25,374,6,1.6,0.65,596|4851|5290|6714|8503|11200,BCL2|NOTCH1|PIK3CA|SRC|PIK3R3|CHEK2,-4.9,MyList
Chemical And Genetic Perturbations,13,M29,SHEN SMARCA2 TARGETS UP,,-6.3,3.8,6.5,30169,429,374,20,5.3,1.2,1027|4204|4292|4763|5781|5824|5925|6117|8036|8195|8504|8802|8803|9611|10664|23054|23091|26128|51574|51715,CDKN1B|MECP2|MLH1|NF1|PTPN11|PEX19|RB1|RPA1|SHOC2|MKKS|PEX3|SUCLG1|SUCLA2|NCOR1|CTCF|NCOA6|ZC3H13|KIFBP|LARP7|RAB23,-4.9,MyList
GO Biological Processes,19,GO:0000722,telomere maintenance via recombination,19_GO:0008152 metabolic process,-6.3,29,12,30169,14,374,5,1.3,0.59,675|2067|5888|5889|7515,BRCA2|ERCC1|RAD51|RAD51C|XRCC1,-4.9,MyList
GO Biological Processes,19,GO:0070166,enamel mineralization,19_GO:0110148 biomineralization,-6.3,29,12,30169,14,374,5,1.3,0.59,5465|5818|6899|26504|56975,PPARA|NECTIN1|TBX1|CNNM4|FAM20C,-4.9,MyList
GO Biological Processes,19,GO:0070102,interleukin-6-mediated signaling pathway,19_GO:0023052 signaling,-6.3,29,12,30169,14,374,5,1.3,0.59,3569|3717|6714|6774|10413,IL6|JAK2|SRC|STAT3|YAP1,-4.9,MyList
Canonical Pathways,11,M135,PID IL5 PATHWAY,,-6.3,29,12,30169,14,374,5,1.3,0.59,2885|3717|5290|5295|5781,GRB2|JAK2|PIK3CA|PIK3R1|PTPN11,-4.9,MyList
GO Molecular Functions,21,GO:0140657,ATP-dependent activity,,-6.3,3.4,6.3,30169,552,374,23,6.1,1.2,540|617|641|1108|1663|2068|4292|4361|4647|5189|5395|5825|5888|5889|5965|6891|6892|7153|7157|10999|23400|79710|83990,ATP7B|BCS1L|BLM|CHD4|DDX11|ERCC2|MLH1|MRE11|MYO7A|PEX1|PMS2|ABCD3|RAD51|RAD51C|RECQL|TAP2|TAPBP|TOP2A|TP53|SLC27A4|ATP13A2|MORC4|BRIP1,-4.9,MyList
GO Biological Processes,19,GO:2000027,regulation of animal organ morphogenesis,19_GO:0032502 developmental process,-6.3,7,7.6,30169,126,374,11,2.9,0.87,25|367|998|1499|2625|2668|4982|5879|6899|7422|54903,ABL1|AR|CDC42|CTNNB1|GATA3|GDNF|TNFRSF11B|RAC1|TBX1|VEGFA|MKS1,-4.9,MyList
GO Biological Processes,19,GO:0071466,cellular response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-6.3,5.7,7.2,30169,183,374,13,3.5,0.95,30|1565|2052|2950|3757|3784|5447|5925|6663|7054|7157|9992|11200,ACAA1|CYP2D6|EPHX1|GSTP1|KCNH2|KCNQ1|POR|RB1|SOX10|TH|TP53|KCNE2|CHEK2,-4.9,MyList
GO Molecular Functions,21,GO:0004674,protein serine/threonine kinase activity,,-6.3,3.8,6.4,30169,430,374,20,5.3,1.2,207|269|472|545|701|1017|1019|1432|1956|4214|5170|5290|5594|5599|6416|8812|10000|11200|51422|56975,AKT1|AMHR2|ATM|ATR|BUB1B|CDK2|CDK4|MAPK14|EGFR|MAP3K1|PDPK1|PIK3CA|MAPK1|MAPK8|MAP2K4|CCNK|AKT3|CHEK2|PRKAG2|FAM20C,-4.9,MyList
GO Biological Processes,19,GO:0032204,regulation of telomere maintenance,19_GO:0008152 metabolic process,-6.3,8,7.9,30169,101,374,10,2.7,0.83,472|545|1499|2067|4361|4683|5594|6714|7515|26354,ATM|ATR|CTNNB1|ERCC1|MRE11|NBN|MAPK1|SRC|XRCC1|GNL3,-4.9,MyList
Chemical And Genetic Perturbations,13,M1475,FLECHNER BIOPSY KIDNEY TRANSPLANT REJECTED VS OK DN,,-6.3,3.4,6.3,30169,553,374,23,6.1,1.2,30|224|999|1286|2065|2534|4072|4128|4724|4728|4835|4982|5172|5295|5518|5824|5825|6559|6638|7422|8504|23171|25937,ACAA1|ALDH3A2|CDH1|COL4A4|ERBB3|FYN|EPCAM|MAOA|NDUFS4|NDUFS8|NQO2|TNFRSF11B|SLC26A4|PIK3R1|PPP2R1A|PEX19|ABCD3|SLC12A3|SNRPN|VEGFA|PEX3|GPD1L|WWTR1,-4.9,MyList
GO Biological Processes,19,GO:0048709,oligodendrocyte differentiation,19_GO:0032502 developmental process,-6.3,9.3,8.2,30169,78,374,9,2.4,0.79,429|1499|2064|2068|3766|4763|4851|5728|6663,ASCL1|CTNNB1|ERBB2|ERCC2|KCNJ10|NF1|NOTCH1|PTEN|SOX10,-4.8,MyList
GO Biological Processes,19,GO:0045913,positive regulation of carbohydrate metabolic process,19_GO:0048518 positive regulation of biological process,-6.3,9.3,8.2,30169,78,374,9,2.4,0.79,207|1950|3479|3630|3667|4790|5465|6714|8850,AKT1|EGF|IGF1|INS|IRS1|NFKB1|PPARA|SRC|KAT2B,-4.8,MyList
GO Biological Processes,19,GO:0098739,import across plasma membrane,19_GO:0051179 localization,-6.3,6.3,7.4,30169,154,374,12,3.2,0.91,3757|3758|3759|3766|3784|6338|6340|6559|6567|9992|10021|81031,KCNH2|KCNJ1|KCNJ2|KCNJ10|KCNQ1|SCNN1B|SCNN1G|SLC12A3|SLC16A2|KCNE2|HCN4|SLC2A10,-4.8,MyList
Chemical And Genetic Perturbations,13,M9433,MOOTHA HUMAN MITODB 6 2002,,-6.3,3.7,6.4,30169,431,374,20,5.3,1.2,540|596|617|841|1716|1723|2746|3257|4128|4683|4695|4722|4724|4728|6648|6834|8802|8803|10166|374291,ATP7B|BCL2|BCS1L|CASP8|DGUOK|DHODH|GLUD1|HPS1|MAOA|NBN|NDUFA2|NDUFS3|NDUFS4|NDUFS8|SOD2|SURF1|SUCLG1|SUCLA2|SLC25A15|NDUFS7,-4.8,MyList
GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-6.3,3.2,6.2,30169,597,374,24,6.4,1.3,240|472|570|672|1103|1565|1717|2950|5290|5291|5295|5296|5469|5728|5825|8503|8821|8869|9488|9663|23396|50814|51099|51422,ALOX5|ATM|BAAT|BRCA1|CHAT|CYP2D6|DHCR7|GSTP1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MED1|PTEN|ABCD3|PIK3R3|INPP4B|ST3GAL5|PIGB|LPIN2|PIP5K1C|NSDHL|ABHD5|PRKAG2,-4.8,MyList
GO Biological Processes,19,GO:0042307,positive regulation of protein import into nucleus,19_GO:0051179 localization,-6.3,14,9.3,30169,40,374,7,1.9,0.7,999|1432|3717|5295|5296|7040|9531,CDH1|MAPK14|JAK2|PIK3R1|PIK3R2|TGFB1|BAG3,-4.8,MyList
GO Biological Processes,19,GO:1902692,regulation of neuroblast proliferation,19_GO:0032502 developmental process,-6.3,14,9.3,30169,40,374,7,1.9,0.7,1499|2290|4763|4851|6663|7157|7422,CTNNB1|FOXG1|NF1|NOTCH1|SOX10|TP53|VEGFA,-4.8,MyList
GO Biological Processes,19,GO:0001953,negative regulation of cell-matrix adhesion,19_GO:0048519 negative regulation of biological process,-6.3,14,9.3,30169,40,374,7,1.9,0.7,1029|4763|4771|5054|5295|5728|6714,CDKN2A|NF1|NF2|SERPINE1|PIK3R1|PTEN|SRC,-4.8,MyList
Canonical Pathways,11,M41,PID ER NONGENOMIC PATHWAY,,-6.3,14,9.3,30169,40,374,7,1.9,0.7,207|2099|2885|3845|5290|5295|6714,AKT1|ESR1|GRB2|KRAS|PIK3CA|PIK3R1|SRC,-4.8,MyList
Chemical And Genetic Perturbations,13,M16381,SCHLOSSER SERUM RESPONSE UP,,-6.2,7,7.6,30169,127,374,11,2.9,0.87,596|675|1174|2068|2260|3659|5170|5970|6774|6892|55800,BCL2|BRCA2|AP1S1|ERCC2|FGFR1|IRF1|PDPK1|RELA|STAT3|TAPBP|SCN3B,-4.8,MyList
GO Biological Processes,19,GO:0050728,negative regulation of inflammatory response,19_GO:0048519 negative regulation of biological process,-6.2,5.7,7.2,30169,184,374,13,3.5,0.95,240|1432|2534|2625|2950|3479|3630|4790|5335|5465|5925|6714|91662,ALOX5|MAPK14|FYN|GATA3|GSTP1|IGF1|INS|NFKB1|PLCG1|PPARA|RB1|SRC|NLRP12,-4.8,MyList
GO Molecular Functions,21,GO:0044389,ubiquitin-like protein ligase binding,,-6.2,4.3,6.7,30169,318,374,17,4.5,1.1,596|672|841|1956|2065|3725|3757|4281|5925|5970|6125|7157|7466|8405|9025|11200|23111,BCL2|BRCA1|CASP8|EGFR|ERBB3|JUN|KCNH2|MID1|RB1|RELA|RPL5|TP53|WFS1|SPOP|RNF8|CHEK2|SPART,-4.8,MyList
Chemical And Genetic Perturbations,13,M1806,BOCHKIS FOXA2 TARGETS,,-6.2,3.7,6.4,30169,432,374,20,5.3,1.2,30|207|570|672|1000|1565|1717|2512|2625|3257|3569|4695|4728|4835|5352|5465|5913|8195|8864|26354,ACAA1|AKT1|BAAT|BRCA1|CDH2|CYP2D6|DHCR7|FTL|GATA3|HPS1|IL6|NDUFA2|NDUFS8|NQO2|PLOD2|PPARA|RAPSN|MKKS|PER2|GNL3,-4.8,MyList
GO Cellular Components,20,GO:0030055,cell-substrate junction,,-6.2,3.7,6.4,30169,432,374,20,5.3,1.2,950|998|1000|1499|1956|2317|3717|3845|4179|4810|4868|5170|5296|5594|5879|5880|6125|6714|23396|57477,SCARB2|CDC42|CDH2|CTNNB1|EGFR|FLNB|JAK2|KRAS|CD46|NHS|NPHS1|PDPK1|PIK3R2|MAPK1|RAC1|RAC2|RPL5|SRC|PIP5K1C|SHROOM4,-4.8,MyList
GO Biological Processes,19,GO:0008543,fibroblast growth factor receptor signaling pathway,19_GO:0023052 signaling,-6.2,11,8.6,30169,58,374,8,2.1,0.75,1499|2248|2249|2260|2263|2885|5781|8036,CTNNB1|FGF3|FGF4|FGFR1|FGFR2|GRB2|PTPN11|SHOC2,-4.8,MyList
GO Biological Processes,19,GO:0060113,inner ear receptor cell differentiation,19_GO:0032502 developmental process,-6.2,11,8.6,30169,58,374,8,2.1,0.75,3784|4647|4851|7401|10083|51057|54903|124590,KCNQ1|MYO7A|NOTCH1|CLRN1|USH1C|WDPCP|MKS1|USH1G,-4.8,MyList
