Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0070371,ERK1 and ERK2 cascade,19_GO:0023052 signaling,-4.4,9.4,6.7,30169,55,351,6,1.7,0.69,25|551|1950|3479|5594|91662,ABL1|AVP|EGF|IGF1|MAPK1|NLRP12,-3.7
MyList,GO Biological Processes,19,GO:0042310,vasoconstriction,19_GO:0032501 multicellular organismal process,-4.4,13,7.4,30169,34,351,5,1.4,0.63,551|583|1908|6338|8195,AVP|BBS2|EDN3|SCNN1B|MKKS,-3.7
MyList,Canonical Pathways,11,M210,PID IL8 CXCR2 PATHWAY,,-4.4,13,7.4,30169,34,351,5,1.4,0.63,207|3576|5170|5518|5880,AKT1|CXCL8|PDPK1|PPP2R1A|RAC2,-3.7
MyList,GO Biological Processes,19,GO:0038034,signal transduction in absence of ligand,19_GO:0023052 signaling,-4.4,13,7.4,30169,34,351,5,1.4,0.63,596|2065|2138|4763|9531,BCL2|ERBB3|EYA1|NF1|BAG3,-3.7
MyList,Reactome Gene Sets,6,R-HSA-187687,Signalling to ERKs,,-4.4,13,7.4,30169,34,351,5,1.4,0.63,1432|2885|3845|5594|6714,MAPK14|GRB2|KRAS|MAPK1|SRC,-3.7
MyList,GO Biological Processes,19,GO:0007095,mitotic G2 DNA damage checkpoint signaling,19_GO:0023052 signaling,-4.4,13,7.4,30169,34,351,5,1.4,0.63,472|641|672|4361|4683,ATM|BLM|BRCA1|MRE11|NBN,-3.7
MyList,GO Biological Processes,19,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,19_GO:0023052 signaling,-4.4,13,7.4,30169,34,351,5,1.4,0.63,596|2065|2138|4763|9531,BCL2|ERBB3|EYA1|NF1|BAG3,-3.7
MyList,GO Biological Processes,19,GO:0048144,fibroblast proliferation,19_GO:0009987 cellular process,-4.4,13,7.4,30169,34,351,5,1.4,0.63,2099|3981|4763|7157|79621,ESR1|LIG4|NF1|TP53|RNASEH2B,-3.7
MyList,GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-4.4,3.4,5.1,30169,379,351,15,4.3,1.1,2625|3075|3146|3569|3630|4179|4292|5170|5880|6891|7040|10225|11005|11277|23529,GATA3|CFH|HMGB1|IL6|INS|CD46|MLH1|PDPK1|RAC2|TAP2|TGFB1|CD96|SPINK5|TREX1|CLCF1,-3.7
MyList,GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0008152 metabolic process,-4.4,4.1,5.3,30169,252,351,12,3.4,0.97,25|207|672|701|1499|2534|5728|5970|6125|7466|8864|26354,ABL1|AKT1|BRCA1|BUB1B|CTNNB1|FYN|PTEN|RELA|RPL5|WFS1|PER2|GNL3,-3.7
MyList,Chemical And Genetic Perturbations,13,M16010,KOBAYASHI EGFR SIGNALING 24HR DN,,-4.4,4.1,5.3,30169,252,351,12,3.4,0.97,580|595|641|672|701|1017|5888|6240|6949|7153|10535|25937,BARD1|CCND1|BLM|BRCA1|BUB1B|CDK2|RAD51|RRM1|TCOF1|TOP2A|RNASEH2A|WWTR1,-3.7
MyList,GO Biological Processes,19,GO:2001251,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-4.3,7.4,6.3,30169,81,351,7,2,0.75,472|701|2067|4683|6714|7153|7515,ATM|BUB1B|ERCC1|NBN|SRC|TOP2A|XRCC1,-3.7
MyList,GO Biological Processes,19,GO:0001837,epithelial to mesenchymal transition,19_GO:0032502 developmental process,-4.3,7.4,6.3,30169,81,351,7,2,0.75,1499|2260|2263|3479|4851|6949|7040,CTNNB1|FGFR1|FGFR2|IGF1|NOTCH1|TCOF1|TGFB1,-3.7
MyList,GO Biological Processes,19,GO:0031060,regulation of histone methylation,19_GO:0008152 metabolic process,-4.3,7.4,6.3,30169,81,351,7,2,0.75,672|1499|2625|4204|6598|10664|79813,BRCA1|CTNNB1|GATA3|MECP2|SMARCB1|CTCF|EHMT1,-3.7
MyList,GO Biological Processes,19,GO:0021782,glial cell development,19_GO:0032502 developmental process,-4.3,6.3,6,30169,110,351,8,2.3,0.8,207|429|2068|3766|3845|4763|5728|6663,AKT1|ASCL1|ERCC2|KCNJ10|KRAS|NF1|PTEN|SOX10,-3.7
MyList,Reactome Gene Sets,6,R-HSA-5621481,C-type lectin receptors (CLRs),,-4.3,5.4,5.8,30169,142,351,9,2.6,0.84,841|1387|2033|2534|3845|4790|5170|5970|6714,CASP8|CREBBP|EP300|FYN|KRAS|NFKB1|PDPK1|RELA|SRC,-3.7
MyList,GO Cellular Components,20,GO:0005819,spindle,,-4.3,3.2,5,30169,426,351,16,4.6,1.1,207|472|701|998|1432|1499|1663|2068|4281|5594|5925|8086|8850|9611|9657|81027,AKT1|ATM|BUB1B|CDC42|MAPK14|CTNNB1|DDX11|ERCC2|MID1|MAPK1|RB1|AAAS|KAT2B|NCOR1|IQCB1|TUBB1,-3.7
MyList,GO Biological Processes,19,GO:0042733,embryonic digit morphogenesis,19_GO:0032502 developmental process,-4.3,9.2,6.7,30169,56,351,6,1.7,0.69,1387|1499|4038|4851|51057|54903,CREBBP|CTNNB1|LRP4|NOTCH1|WDPCP|MKS1,-3.6
MyList,GO Cellular Components,20,GO:0009925,basal plasma membrane,,-4.3,4.1,5.3,30169,254,351,12,3.4,0.97,540|1000|1499|1956|2064|2065|3766|3784|4072|7439|7809|26504,ATP7B|CDH2|CTNNB1|EGFR|ERBB2|ERBB3|KCNJ10|KCNQ1|EPCAM|BEST1|BSND|CNNM4,-3.6
MyList,KEGG Pathway,24,hsa05017,Spinocerebellar ataxia,,-4.3,5.4,5.7,30169,143,351,9,2.6,0.84,207|5290|5291|5295|5296|5599|8503|10000|146227,AKT1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK8|PIK3R3|AKT3|BEAN1,-3.6
MyList,GO Biological Processes,19,GO:0030534,adult behavior,19_GO:0032501 multicellular organismal process,-4.3,5.4,5.7,30169,143,351,9,2.6,0.84,582|583|585|2668|3766|4204|5465|5728|6905,BBS1|BBS2|BBS4|GDNF|KCNJ10|MECP2|PPARA|PTEN|TBCE,-3.6
MyList,Reactome Gene Sets,6,R-HSA-5696398,Nucleotide Excision Repair,,-4.3,6.2,5.9,30169,111,351,8,2.3,0.8,1161|2033|2067|2068|5426|6117|6119|7515,ERCC8|EP300|ERCC1|ERCC2|POLE|RPA1|RPA3|XRCC1,-3.6
MyList,Reactome Gene Sets,6,R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,,-4.3,19,8.3,30169,18,351,4,1.1,0.57,2248|2249|2263|5335,FGF3|FGF4|FGFR2|PLCG1,-3.6
MyList,Reactome Gene Sets,6,R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,,-4.3,19,8.3,30169,18,351,4,1.1,0.57,2885|5290|5295|6774,GRB2|PIK3CA|PIK3R1|STAT3,-3.6
MyList,GO Biological Processes,19,GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",19_GO:0023052 signaling,-4.3,19,8.3,30169,18,351,4,1.1,0.57,472|1027|7157|11200,ATM|CDKN1B|TP53|CHEK2,-3.6
MyList,GO Biological Processes,19,GO:0044320,cellular response to leptin stimulus,19_GO:0050896 response to stimulus,-4.3,19,8.3,30169,18,351,4,1.1,0.57,583|585|6774|8195,BBS2|BBS4|STAT3|MKKS,-3.6
MyList,Chemical And Genetic Perturbations,13,M2323,DORMOY ELAVL1 TARGETS,,-4.3,19,8.3,30169,18,351,4,1.1,0.57,570|1017|3569|9939,BAAT|CDK2|IL6|RBM8A,-3.6
MyList,Reactome Gene Sets,6,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,,-4.3,19,8.3,30169,18,351,4,1.1,0.57,1956|2885|3845|5594,EGFR|GRB2|KRAS|MAPK1,-3.6
MyList,WikiPathways,27,WP2813,Mammary gland development pathway - Embryonic development (Stage 1 of 4),,-4.3,19,8.3,30169,18,351,4,1.1,0.57,207|595|999|7040,AKT1|CCND1|CDH1|TGFB1,-3.6
MyList,GO Cellular Components,20,GO:0005901,caveola,,-4.3,7.3,6.2,30169,82,351,7,2,0.75,999|1499|3667|3717|5594|6714|161742,CDH1|CTNNB1|IRS1|JAK2|MAPK1|SRC|SPRED1,-3.6
MyList,Chemical And Genetic Perturbations,13,M17082,HADDAD T LYMPHOCYTE AND NK PROGENITOR UP,,-4.3,7.3,6.2,30169,82,351,7,2,0.75,783|2625|2812|3075|5352|8821|9531,CACNB2|GATA3|GP1BB|CFH|PLOD2|INPP4B|BAG3,-3.6
MyList,GO Biological Processes,19,GO:2000736,regulation of stem cell differentiation,19_GO:0032502 developmental process,-4.3,7.3,6.2,30169,82,351,7,2,0.75,25|1108|2668|4851|6774|10413|166379,ABL1|CHD4|GDNF|NOTCH1|STAT3|YAP1|BBS12,-3.6
MyList,GO Biological Processes,19,GO:2000146,negative regulation of cell motility,19_GO:0040011 locomotion,-4.3,3.4,5.1,30169,383,351,15,4.3,1.1,207|596|999|2625|3146|4204|4763|4771|4851|5054|5728|5879|6774|7040|161742,AKT1|BCL2|CDH1|GATA3|HMGB1|MECP2|NF1|NF2|NOTCH1|SERPINE1|PTEN|RAC1|STAT3|TGFB1|SPRED1,-3.6
MyList,Chemical And Genetic Perturbations,13,M2122,VERHAAK GLIOBLASTOMA MESENCHYMAL,,-4.3,4.4,5.4,30169,216,351,11,3.1,0.93,240|841|1075|1890|2212|5054|5873|5880|10413|23529|25937,ALOX5|CASP8|CTSC|TYMP|FCGR2A|SERPINE1|RAB27A|RAC2|YAP1|CLCF1|WWTR1,-3.6
MyList,Reactome Gene Sets,6,R-HSA-416476,G alpha (q) signalling events,,-4.3,4.4,5.4,30169,216,351,11,3.1,0.93,551|1908|1956|2885|3845|5290|5295|5296|5594|8503|60675,AVP|EDN3|EGFR|GRB2|KRAS|PIK3CA|PIK3R1|PIK3R2|MAPK1|PIK3R3|PROK2,-3.6
MyList,GO Biological Processes,19,GO:0046390,ribose phosphate biosynthetic process,19_GO:0008152 metabolic process,-4.3,4.4,5.4,30169,216,351,11,3.1,0.93,1716|1723|3251|4695|4722|4723|4724|4728|7040|51422|374291,DGUOK|DHODH|HPRT1|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|TGFB1|PRKAG2|NDUFS7,-3.6
MyList,Canonical Pathways,11,M197,PID HIV NEF PATHWAY,,-4.3,12,7.2,30169,35,351,5,1.4,0.63,596|841|4790|5599|5970,BCL2|CASP8|NFKB1|MAPK8|RELA,-3.6
MyList,GO Biological Processes,19,GO:0048730,epidermis morphogenesis,19_GO:0032502 developmental process,-4.3,12,7.2,30169,35,351,5,1.4,0.63,596|1499|2263|4851|10468,BCL2|CTNNB1|FGFR2|NOTCH1|FST,-3.6
MyList,GO Biological Processes,19,GO:0032205,negative regulation of telomere maintenance,19_GO:0048519 negative regulation of biological process,-4.3,12,7.2,30169,35,351,5,1.4,0.63,472|2067|4683|6714|7515,ATM|ERCC1|NBN|SRC|XRCC1,-3.6
MyList,Reactome Gene Sets,6,R-HSA-8953750,Transcriptional Regulation by E2F6,,-4.3,12,7.2,30169,35,351,5,1.4,0.63,672|4149|5888|5932|79813,BRCA1|MAX|RAD51|RBBP8|EHMT1,-3.6
MyList,Canonical Pathways,11,M249,PID PI3KCI AKT PATHWAY,,-4.3,12,7.2,30169,35,351,5,1.4,0.63,207|1027|5170|6714|10000,AKT1|CDKN1B|PDPK1|SRC|AKT3,-3.6
MyList,GO Biological Processes,19,GO:0070661,leukocyte proliferation,19_GO:0009987 cellular process,-4.3,5.4,5.7,30169,144,351,9,2.6,0.84,25|596|2064|2534|3251|4763|5728|5880|7157,ABL1|BCL2|ERBB2|FYN|HPRT1|NF1|PTEN|RAC2|TP53,-3.6
MyList,GO Cellular Components,20,GO:0005912,adherens junction,,-4.3,4.8,5.5,30169,179,351,10,2.8,0.89,999|1000|1499|4771|4851|5317|5818|7422|23396|81607,CDH1|CDH2|CTNNB1|NF2|NOTCH1|PKP1|NECTIN1|VEGFA|PIP5K1C|NECTIN4,-3.6
MyList,GO Biological Processes,19,GO:2000112,regulation of cellular macromolecule biosynthetic process,19_GO:0008152 metabolic process,-4.3,2.8,4.8,30169,574,351,19,5.4,1.2,207|326|596|1499|2064|2733|3479|3569|3630|3667|4292|4593|6125|6949|8864|9939|22930|25782|81031,AKT1|AIRE|BCL2|CTNNB1|ERBB2|GLE1|IGF1|IL6|INS|IRS1|MLH1|MUSK|RPL5|TCOF1|PER2|RBM8A|RAB3GAP1|RAB3GAP2|SLC2A10,-3.6
MyList,GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-4.3,3.4,5,30169,384,351,15,4.3,1.1,25|585|998|1027|2885|4204|4281|4771|4868|5290|5295|5296|5879|5925|8195,ABL1|BBS4|CDC42|CDKN1B|GRB2|MECP2|MID1|NF2|NPHS1|PIK3CA|PIK3R1|PIK3R2|RAC1|RB1|MKKS,-3.6
MyList,Chemical And Genetic Perturbations,13,M4780,WANG SMARCE1 TARGETS DN,,-4.3,3.4,5,30169,384,351,15,4.3,1.1,323|998|1075|1956|3576|4281|4982|6567|6648|6891|8036|8803|8821|8850|26354,APBB2|CDC42|CTSC|EGFR|CXCL8|MID1|TNFRSF11B|SLC16A2|SOD2|TAP2|SHOC2|SUCLA2|INPP4B|KAT2B|GNL3,-3.6
MyList,GO Biological Processes,19,GO:1903053,regulation of extracellular matrix organization,19_GO:0050789 regulation of biological process,-4.3,9,6.6,30169,57,351,6,1.7,0.69,25|3569|4851|5925|7040|81031,ABL1|IL6|NOTCH1|RB1|TGFB1|SLC2A10,-3.6
MyList,Reactome Gene Sets,6,R-HSA-6799198,Complex I biogenesis,,-4.3,9,6.6,30169,57,351,6,1.7,0.69,4695|4722|4723|4724|4728|374291,NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|NDUFS7,-3.6
MyList,Chemical And Genetic Perturbations,13,M1120,JOHANSSON GLIOMAGENESIS BY PDGFB UP,,-4.3,9,6.6,30169,57,351,6,1.7,0.69,595|1019|2353|2512|6774|7153,CCND1|CDK4|FOS|FTL|STAT3|TOP2A,-3.6
MyList,GO Biological Processes,19,GO:0140115,export across plasma membrane,19_GO:0051179 localization,-4.3,9,6.6,30169,57,351,6,1.7,0.69,540|3753|3757|3784|9992|10008,ATP7B|KCNE1|KCNH2|KCNQ1|KCNE2|KCNE3,-3.6
MyList,GO Biological Processes,19,GO:0001505,regulation of neurotransmitter levels,19_GO:0065007 biological regulation,-4.3,4.4,5.4,30169,217,351,11,3.1,0.93,783|1103|2668|3766|4128|4763|7054|8864|9342|22930|23396,CACNB2|CHAT|GDNF|KCNJ10|MAOA|NF1|TH|PER2|SNAP29|RAB3GAP1|PIP5K1C,-3.6
MyList,Chemical And Genetic Perturbations,13,M15150,ZHANG BREAST CANCER PROGENITORS UP,,-4.3,3.2,5,30169,431,351,16,4.6,1.1,545|596|672|701|1287|4724|5518|5888|5932|6117|6119|7153|8803|9533|10664|157570,ATR|BCL2|BRCA1|BUB1B|COL4A5|NDUFS4|PPP2R1A|RAD51|RBBP8|RPA1|RPA3|TOP2A|SUCLA2|POLR1C|CTCF|ESCO2,-3.6
MyList,Reactome Gene Sets,6,R-HSA-9028335,Activated NTRK2 signals through PI3K,,-4.3,37,10,30169,7,351,3,0.85,0.49,2885|5290|5295,GRB2|PIK3CA|PIK3R1,-3.6
MyList,GO Biological Processes,19,GO:1990414,replication-born double-strand break repair via sister chromatid exchange,19_GO:0050896 response to stimulus,-4.3,37,10,30169,7,351,3,0.85,0.49,5888|7515|25836,RAD51|XRCC1|NIPBL,-3.6
MyList,GO Biological Processes,19,GO:0071316,cellular response to nicotine,19_GO:0050896 response to stimulus,-4.3,37,10,30169,7,351,3,0.85,0.49,4790|5970|7054,NFKB1|RELA|TH,-3.6
MyList,CORUM,33,CORUM:2529,"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",,-4.3,37,10,30169,7,351,3,0.85,0.49,2885|5295|5335,GRB2|PIK3R1|PLCG1,-3.6
MyList,GO Biological Processes,19,GO:0050957,equilibrioception,19_GO:0032501 multicellular organismal process,-4.3,37,10,30169,7,351,3,0.85,0.49,4647|10083|124590,MYO7A|USH1C|USH1G,-3.6
MyList,GO Biological Processes,19,GO:0000019,regulation of mitotic recombination,19_GO:0008152 metabolic process,-4.3,37,10,30169,7,351,3,0.85,0.49,2068|4292|4361,ERCC2|MLH1|MRE11,-3.6
MyList,GO Molecular Functions,21,GO:0010484,H3 histone acetyltransferase activity,,-4.3,37,10,30169,7,351,3,0.85,0.49,675|2033|8850,BRCA2|EP300|KAT2B,-3.6
MyList,CORUM,33,CORUM:3137,MASH1 promoter-coactivator complex,,-4.3,37,10,30169,7,351,3,0.85,0.49,1387|6714|8850,CREBBP|SRC|KAT2B,-3.6
MyList,Reactome Gene Sets,6,R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,,-4.3,37,10,30169,7,351,3,0.85,0.49,3845|4763|161742,KRAS|NF1|SPRED1,-3.6
MyList,GO Molecular Functions,21,GO:0030235,nitric-oxide synthase regulator activity,,-4.3,37,10,30169,7,351,3,0.85,0.49,207|1956|2099,AKT1|EGFR|ESR1,-3.6
MyList,WikiPathways,27,WP2942,DDX1 as a regulatory component of the Drosha microprocessor,,-4.3,37,10,30169,7,351,3,0.85,0.49,472|4361|4683,ATM|MRE11|NBN,-3.6
MyList,Reactome Gene Sets,6,R-HSA-112412,SOS-mediated signalling,,-4.3,37,10,30169,7,351,3,0.85,0.49,2885|3667|3845,GRB2|IRS1|KRAS,-3.6
MyList,Reactome Gene Sets,6,R-HSA-9032500,Activated NTRK2 signals through FYN,,-4.3,37,10,30169,7,351,3,0.85,0.49,2534|5879|6714,FYN|RAC1|SRC,-3.6
MyList,CORUM,33,CORUM:1189,DNA double-strand break end-joining complex,,-4.3,37,10,30169,7,351,3,0.85,0.49,3981|4361|4683,LIG4|MRE11|NBN,-3.6
MyList,GO Biological Processes,19,GO:0060745,mammary gland branching involved in pregnancy,19_GO:0022414 reproductive process,-4.3,37,10,30169,7,351,3,0.85,0.49,367|2099|5469,AR|ESR1|MED1,-3.6
MyList,Chemical And Genetic Perturbations,13,M15975,LIEN BREAST CARCINOMA METAPLASTIC VS DUCTAL UP,,-4.3,7.2,6.2,30169,83,351,7,2,0.75,2138|3569|3576|4982|5351|5352|6648,EYA1|IL6|CXCL8|TNFRSF11B|PLOD1|PLOD2|SOD2,-3.6
MyList,Chemical And Genetic Perturbations,13,M17742,SMITH TERT TARGETS UP,,-4.3,5.3,5.7,30169,145,351,9,2.6,0.84,323|1019|1029|1387|1716|1956|4072|4292|4790,APBB2|CDK4|CDKN2A|CREBBP|DGUOK|EGFR|EPCAM|MLH1|NFKB1,-3.6
MyList,GO Biological Processes,19,GO:0051783,regulation of nuclear division,19_GO:0050789 regulation of biological process,-4.3,5.3,5.7,30169,145,351,9,2.6,0.84,472|701|998|1908|1950|3479|3630|5925|23363,ATM|BUB1B|CDC42|EDN3|EGF|IGF1|INS|RB1|OBSL1,-3.6
MyList,GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-4.3,4,5.3,30169,257,351,12,3.4,0.97,240|2746|3479|3569|3630|3667|3717|5781|7021|7040|8864|23400,ALOX5|GLUD1|IGF1|IL6|INS|IRS1|JAK2|PTPN11|TFAP2B|TGFB1|PER2|ATP13A2,-3.6
MyList,Chemical And Genetic Perturbations,13,M828,MASSARWEH TAMOXIFEN RESISTANCE DN,,-4.3,4,5.3,30169,257,351,12,3.4,0.97,323|596|1287|2099|2317|3667|4256|5295|5932|7153|51082|80144,APBB2|BCL2|COL4A5|ESR1|FLNB|IRS1|MGP|PIK3R1|RBBP8|TOP2A|POLR1D|FRAS1,-3.6
MyList,Chemical And Genetic Perturbations,13,M15112,WONG MITOCHONDRIA GENE MODULE,,-4.3,4.3,5.4,30169,218,351,11,3.1,0.93,596|2746|4128|4722|4723|4724|4728|6648|6834|8802|8803,BCL2|GLUD1|MAOA|NDUFS3|NDUFV1|NDUFS4|NDUFS8|SOD2|SURF1|SUCLG1|SUCLA2,-3.6
MyList,Chemical And Genetic Perturbations,13,M2107,KIM BIPOLAR DISORDER OLIGODENDROCYTE DENSITY CORR UP,,-4.3,2.7,4.7,30169,679,351,21,6,1.3,207|1716|2052|2290|2512|2746|3730|4292|4722|4723|4724|4728|5518|6640|8036|8802|9663|10664|23396|26128|374291,AKT1|DGUOK|EPHX1|FOXG1|FTL|GLUD1|ANOS1|MLH1|NDUFS3|NDUFV1|NDUFS4|NDUFS8|PPP2R1A|SNTA1|SHOC2|SUCLG1|LPIN2|CTCF|PIP5K1C|KIFBP|NDUFS7,-3.6
MyList,GO Biological Processes,19,GO:0042552,myelination,19_GO:0032502 developmental process,-4.3,6.1,5.9,30169,113,351,8,2.3,0.8,207|2064|2068|3766|4763|5728|6663|7504,AKT1|ERBB2|ERCC2|KCNJ10|NF1|PTEN|SOX10|XK,-3.6
MyList,GO Biological Processes,19,GO:0016358,dendrite development,19_GO:0032502 developmental process,-4.3,6.1,5.9,30169,113,351,8,2.3,0.8,582|585|998|2534|3251|4038|4204|5728,BBS1|BBS4|CDC42|FYN|HPRT1|LRP4|MECP2|PTEN,-3.6
MyList,GO Biological Processes,19,GO:0009205,purine ribonucleoside triphosphate metabolic process,19_GO:0008152 metabolic process,-4.3,4.7,5.5,30169,181,351,10,2.8,0.89,1716|4695|4722|4723|4724|4728|7040|51422|51715|374291,DGUOK|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|TGFB1|PRKAG2|RAB23|NDUFS7,-3.6
MyList,GO Biological Processes,19,GO:0016331,morphogenesis of embryonic epithelium,19_GO:0032502 developmental process,-4.2,5.3,5.6,30169,146,351,9,2.6,0.84,25|585|1499|2263|2625|2668|7040|54903|57545,ABL1|BBS4|CTNNB1|FGFR2|GATA3|GDNF|TGFB1|MKS1|CC2D2A,-3.6
MyList,GO Molecular Functions,21,GO:0015276,ligand-gated ion channel activity,,-4.2,5.3,5.6,30169,146,351,9,2.6,0.84,1144|1145|3757|3759|3766|6338|6340|9992|10021,CHRND|CHRNE|KCNH2|KCNJ2|KCNJ10|SCNN1B|SCNN1G|KCNE2|HCN4,-3.6
MyList,GO Molecular Functions,21,GO:0022834,ligand-gated channel activity,,-4.2,5.3,5.6,30169,146,351,9,2.6,0.84,1144|1145|3757|3759|3766|6338|6340|9992|10021,CHRND|CHRNE|KCNH2|KCNJ2|KCNJ10|SCNN1B|SCNN1G|KCNE2|HCN4,-3.6
MyList,Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-4.2,3.7,5.1,30169,300,351,13,3.7,1,999|1286|1287|1290|1302|2200|4038|4593|5054|5351|5352|7040|80781,CDH1|COL4A4|COL4A5|COL5A2|COL11A2|FBN1|LRP4|MUSK|SERPINE1|PLOD1|PLOD2|TGFB1|COL18A1,-3.6
MyList,GO Biological Processes,19,GO:0008589,regulation of smoothened signaling pathway,19_GO:0023052 signaling,-4.2,7.2,6.1,30169,84,351,7,2,0.75,1387|2263|3169|5447|5925|23322|54903,CREBBP|FGFR2|FOXA1|POR|RB1|RPGRIP1L|MKS1,-3.6
MyList,Chemical And Genetic Perturbations,13,M2259,KIM GLIS2 TARGETS UP,,-4.2,7.2,6.1,30169,84,351,7,2,0.75,2200|2212|3075|3659|4256|5054|80781,FBN1|FCGR2A|CFH|IRF1|MGP|SERPINE1|COL18A1,-3.6
MyList,Chemical And Genetic Perturbations,13,M15491,HAN SATB1 TARGETS DN,,-4.2,3.3,5,30169,388,351,15,4.3,1.1,25|224|1000|1956|2064|2065|2290|3569|5054|5889|7040|9533|9611|10225|56975,ABL1|ALDH3A2|CDH2|EGFR|ERBB2|ERBB3|FOXG1|IL6|SERPINE1|RAD51C|TGFB1|POLR1C|NCOR1|CD96|FAM20C,-3.6
MyList,Chemical And Genetic Perturbations,13,M10702,JAEGER METASTASIS DN,,-4.2,4,5.2,30169,259,351,12,3.4,0.97,999|1956|2263|2625|3075|4014|5317|7021|8864|10468|11005|64065,CDH1|EGFR|FGFR2|GATA3|CFH|LORICRIN|PKP1|TFAP2B|PER2|FST|SPINK5|PERP,-3.6
MyList,Reactome Gene Sets,6,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,25|998|2885|5594|5879,ABL1|CDC42|GRB2|MAPK1|RAC1,-3.6
MyList,Chemical And Genetic Perturbations,13,M13276,MARZEC IL2 SIGNALING DN,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,472|1027|3717|8503|60675,ATM|CDKN1B|JAK2|PIK3R3|PROK2,-3.6
MyList,GO Biological Processes,19,GO:0006882,cellular zinc ion homeostasis,19_GO:0065007 biological regulation,-4.2,12,7.1,30169,36,351,5,1.4,0.63,540|3932|8546|23400|91252,ATP7B|LCK|AP3B1|ATP13A2|SLC39A13,-3.6
MyList,GO Molecular Functions,21,GO:0000217,DNA secondary structure binding,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,25|641|3146|5889|5932,ABL1|BLM|HMGB1|RAD51C|RBBP8,-3.6
MyList,Chemical And Genetic Perturbations,13,M13327,VANHARANTA UTERINE FIBROID WITH 7Q DELETION DN,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,323|1130|9533|9611|11285,APBB2|LYST|POLR1C|NCOR1|B4GALT7,-3.6
MyList,Chemical And Genetic Perturbations,13,M13220,OUELLET CULTURED OVARIAN CANCER INVASIVE VS LMP DN,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,367|472|2950|7054|27241,AR|ATM|GSTP1|TH|BBS9,-3.6
MyList,Reactome Gene Sets,6,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,595|1017|1019|1027|5925,CCND1|CDK2|CDK4|CDKN1B|RB1,-3.6
MyList,WikiPathways,27,WP3850,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,207|3479|3667|4790|5728,AKT1|IGF1|IRS1|NFKB1|PTEN,-3.6
MyList,Reactome Gene Sets,6,R-HSA-1266695,Interleukin-7 signaling,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,3667|5295|5296|6774|8503,IRS1|PIK3R1|PIK3R2|STAT3|PIK3R3,-3.6
MyList,Chemical And Genetic Perturbations,13,M347,WEIGEL OXIDATIVE STRESS BY HNE AND H2O2,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,1000|1499|2064|2260|3725,CDH2|CTNNB1|ERBB2|FGFR1|JUN,-3.6
MyList,Reactome Gene Sets,6,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,,-4.2,12,7.1,30169,36,351,5,1.4,0.63,2033|5054|5594|8812|25937,EP300|SERPINE1|MAPK1|CCNK|WWTR1,-3.6
MyList,GO Biological Processes,19,GO:0042129,regulation of T cell proliferation,19_GO:0002376 immune system process,-4.2,4.7,5.5,30169,182,351,10,2.8,0.89,1499|2064|3146|3479|3569|3659|3717|4179|5728|5880,CTNNB1|ERBB2|HMGB1|IGF1|IL6|IRF1|JAK2|CD46|PTEN|RAC2,-3.6
